grin,773,7.40,1.87,5.27,2.64,6.00,1.86,13
honest,210,7.70,1.43,5.32,1.92,6.24,2.13,47
gripe,774,3.14,1.56,5.00,2.19,4.67,1.79,.
honey,792,6.73,1.70,4.51,2.25,5.44,1.47,25
guillotine,196,2.48,2.11,6.56,2.54,4.64,2.63,.
honor,211,7.66,1.24,5.90,1.83,6.70,2.04,66
guilty,197,2.63,1.98,6.04,2.76,3.09,2.22,29
hooker,793,3.34,2.31,4.93,2.82,4.73,2.48,.
gun,593,3.47,2.48,7.02,1.84,3.53,2.72,118
hope,794,7.05,1.96,5.44,2.47,5.52,2.20,178
gymnast,515,6.35,1.79,5.02,2.20,5.31,1.79,1
hopeful,212,7.10,1.46,5.78,2.09,5.41,1.92,12
habit,775,4.11,1.77,3.95,2.11,4.30,1.79,23
horror,213,2.76,2.25,7.21,2.14,4.63,2.70,17
hairdryer,561,4.84,0.84,3.71,1.75,5.57,1.27,.
horse,214,5.89,1.55,3.89,2.17,4.67,1.60,117
hairpin,776,5.26,1.45,3.27,2.41,5.05,1.32,1
hospital,215,5.04,2.45,5.98,2.54,4.69,2.16,110
hamburger,777,6.27,1.50,4.55,2.14,5.32,1.21,6
hostage,216,2.20,1.80,6.76,2.63,2.83,2.32,2
hammer,198,4.88,1.16,4.58,2.02,4.75,1.88,9
hostile,217,2.73,1.50,6.44,2.28,4.85,2.58,19
hand,778,5.95,1.38,4.40,2.07,5.35,1.49,431
hotel,795,6.00,1.77,4.80,2.53,5.12,1.84,126
handicap,779,3.29,1.69,3.81,2.27,4.00,2.24,6
house,563,7.26,1.72,4.56,2.41,6.08,2.12,591
handsome,199,7.93,1.47,5.95,2.73,5.19,2.22,40
hug,218,8.00,1.55,5.35,2.76,5.79,2.41,3
haphazard,780,4.02,1.41,4.07,2.18,4.29,1.67,2
humane,796,6.89,1.70,4.50,1.91,5.70,1.91,5
happy,200,8.21,1.82,6.49,2.77,6.63,2.43,98
humble,219,5.86,1.42,3.74,2.33,4.76,2.25,18
hard,781,5.22,1.82,5.12,2.19,5.59,1.63,202
humiliate,797,2.24,1.34,6.14,2.42,2.60,1.94,.
hardship,782,2.45,1.61,4.76,2.55,4.22,2.40,9
humor,220,8.56,0.81,5.50,2.91,6.08,2.14,47
hat,783,5.46,1.36,4.10,2.00,5.39,1.43,56
hungry,221,3.58,2.01,5.13,2.44,4.68,2.05,23
hate,201,2.12,1.72,6.95,2.56,5.05,2.95,42
hurricane,798,3.34,2.12,6.83,2.06,3.07,2.18,8
hatred,202,1.98,1.92,6.66,2.56,4.30,2.76,20
hurt,222,1.90,1.26,5.85,2.49,3.33,2.22,37
hawk,536,5.88,1.62,4.39,2.29,5.50,1.69,14
hydrant,564,5.02,0.93,3.71,1.75,5.53,1.30,.
hay,784,5.24,1.24,3.95,2.58,5.37,1.64,19
icebox,799,4.95,1.00,4.17,2.11,5.05,1.05,3
headache,203,2.02,1.06,5.07,2.74,3.60,1.98,5
idea,800,7.00,1.34,5.86,1.81,6.26,2.00,195
headlight,785,5.24,1.51,3.81,2.22,4.88,1.47,.
identity,801,6.57,1.99,4.95,2.24,6.40,1.89,55
heal,786,7.09,1.46,4.77,2.23,5.79,1.80,2
idiot,223,3.16,1.91,4.21,2.47,3.18,2.13,2
health,204,6.81,1.88,5.13,2.35,5.83,1.91,105
idol,802,6.12,1.86,4.95,2.14,5.37,2.17,7
heart,787,7.39,1.53,6.34,2.25,5.49,2.11,173
ignorance,803,3.07,2.25,4.39,2.49,4.41,2.38,16
heaven,205,7.30,2.39,5.61,3.20,6.15,2.56,43
illness,804,2.48,1.40,4.71,2.24,3.21,1.85,20
hell,788,2.24,1.62,5.38,2.62,3.24,2.36,95
imagine,805,7.32,1.52,5.98,2.14,7.07,1.99,61
helpless,206,2.20,1.42,5.34,2.52,2.27,1.83,21
immature,806,3.39,1.70,4.15,1.96,4.85,2.20,7
heroin,789,4.36,2.73,5.11,2.72,4.80,2.54,2
immoral,807,3.50,2.16,4.98,2.48,4.66,2.33,5
hide,207,4.32,1.91,5.28,2.51,3.40,2.12,22
impair,808,3.18,1.86,4.04,2.14,4.09,2.18,4
highway,562,5.92,1.72,5.16,2.44,5.66,1.81,40
impotent,224,2.81,1.92,4.57,2.59,3.43,2.43,2
hinder,790,3.81,1.42,4.12,2.01,4.21,1.54,.
impressed,225,7.33,1.84,5.42,2.65,5.51,2.21,30
history,208,5.24,2.01,3.93,2.29,4.83,2.08,286
improve,226,7.65,1.16,5.69,2.15,6.08,2.25,39
hit,594,4.33,2.35,5.73,2.09,4.88,2.01,115
incentive,809,7.00,1.72,5.69,2.45,5.93,2.02,12
holiday,791,7.55,2.14,6.59,2.73,6.30,2.17,17
indifferent,810,4.61,1.28,3.18,1.85,4.84,1.67,11
home,209,7.91,1.63,4.21,2.94,5.90,2.30,547
industry,227,5.30,1.61,4.47,2.43,4.91,2.04,171
infant,811,6.95,2.08,5.05,2.66,5.67,2.48,11
kettle,832,5.22,0.91,3.22,2.23,5.00,1.40,3
infatuation,516,6.73,2.08,7.02,1.87,4.90,2.28,4
key,833,5.68,1.62,3.70,2.18,4.98,2.04,88
infection,228,1.66,1.34,5.03,2.77,3.61,2.64,8
kick,834,4.31,2.18,4.90,2.35,5.50,1.93,16
inferior,812,3.07,1.57,3.83,2.05,2.78,2.08,7
kids,835,6.91,1.99,5.27,2.36,5.07,2.03,32
inhabitant,813,5.05,1.34,3.95,1.97,5.37,1.43,.
killer,244,1.89,1.39,7.86,1.89,4.54,3.11,21
injury,595,2.49,1.76,5.69,2.06,3.57,1.62,27
kind,245,7.59,1.67,4.46,2.55,5.95,1.93,313
ink,229,5.05,0.81,3.84,1.88,4.61,2.13,7
kindness,246,7.82,1.39,4.30,2.62,5.67,2.63,5
innocent,814,6.51,1.34,4.21,1.99,5.28,2.08,37
king,247,7.26,1.67,5.51,2.77,7.38,2.10,88
insane,815,2.85,1.94,5.83,2.45,4.12,2.23,13
kiss,248,8.26,1.54,7.32,2.03,6.93,2.28,17
insect,816,4.07,2.16,4.07,2.46,4.56,2.47,14
kitten,517,6.86,2.13,5.08,2.45,6.86,2.01,5
insecure,230,2.36,1.33,5.56,2.34,2.33,1.95,3
knife,596,3.62,2.18,5.80,2.00,4.12,2.18,76
insolent,231,4.35,1.76,5.38,2.37,4.50,2.06,2
knot,836,4.64,1.36,4.07,2.15,4.67,1.65,8
inspire,232,6.97,1.91,5.00,2.53,6.34,2.11,3
knowledge,249,7.58,1.32,5.92,2.32,6.78,2.41,145
inspired,233,7.15,1.85,6.02,2.67,6.67,2.31,25
lake,250,6.82,1.54,3.95,2.44,4.90,2.10,54
insult,817,2.29,1.33,6.00,2.46,3.62,2.05,7
lamb,837,5.89,1.73,3.36,2.18,4.91,1.96,7
intellect,818,6.82,1.96,4.75,2.50,6.30,1.98,5
lamp,838,5.41,1.00,3.80,2.12,5.27,1.61,18
intercourse,819,7.36,1.57,7.00,2.07,6.40,1.78,9
lantern,839,5.57,1.19,4.05,2.28,5.07,1.82,13
interest,234,6.97,1.53,5.66,2.26,5.88,1.78,330
laughter,251,8.45,1.08,6.75,2.50,6.45,2.45,22
intimate,821,7.61,1.51,6.98,2.21,5.86,2.29,21
lavish,840,6.21,2.03,4.93,2.40,5.64,1.61,3
intruder,822,2.77,2.32,6.86,2.41,4.00,2.68,1
lawn,841,5.24,0.86,4.00,1.79,5.37,1.11,15
invader,823,3.05,2.01,5.50,2.40,4.00,2.60,1
lawsuit,842,3.37,2.00,4.93,2.44,3.92,2.02,1
invest,824,5.93,2.10,5.12,2.42,5.88,1.95,3
lazy,843,4.38,2.02,2.65,2.06,4.07,1.93,9
iron,565,4.90,1.02,3.76,2.06,5.10,1.27,43
leader,844,7.63,1.59,6.27,2.18,7.88,1.60,74
irritate,235,3.11,1.67,5.76,2.15,5.03,2.05,.
learn,252,7.15,1.49,5.39,2.22,6.34,2.17,84
item,825,5.26,0.86,3.24,2.08,5.26,1.67,54
legend,845,6.39,1.34,4.88,1.76,5.54,1.64,26
jail,236,1.95,1.27,5.49,2.67,3.81,2.71,21
leisurely,253,6.88,1.81,3.80,2.38,5.15,1.90,5
jealousy,237,2.51,1.83,6.36,2.66,3.80,2.41,4
leprosy,254,2.09,1.40,6.29,2.23,4.00,2.30,1
jelly,238,5.66,1.44,3.70,2.29,4.53,1.77,3
lesbian,597,4.67,2.45,5.12,2.27,5.35,2.20,.
jewel,239,7.00,1.72,5.38,2.54,5.59,2.19,1
letter,846,6.61,1.59,4.90,2.37,5.73,1.48,145
joke,826,8.10,1.36,6.74,1.84,6.15,1.86,22
liberty,255,7.98,1.22,5.60,2.65,6.29,2.44,46
jolly,827,7.41,1.92,5.57,2.80,6.39,1.72,4
lice,256,2.31,1.78,5.00,2.26,3.95,2.29,2
journal,828,5.14,1.49,4.05,1.96,5.26,1.42,42
lie,257,2.79,1.92,5.96,2.63,3.30,2.42,59
joy,240,8.60,0.71,7.22,2.13,6.28,2.15,40
life,258,7.27,1.88,6.02,2.62,5.72,2.51,715
joyful,241,8.22,1.22,5.98,2.54,6.60,1.80,1
lightbulb,566,5.61,1.28,4.10,2.02,5.82,1.56,.
jug,829,5.24,1.65,3.88,2.15,5.05,1.62,6
lighthouse,847,5.89,2.08,4.41,2.44,5.25,2.02,.
justice,242,7.78,1.35,5.47,2.54,6.47,2.26,114
lightning,598,4.57,2.66,6.61,1.77,3.67,2.19,14
kerchief,830,5.11,1.33,3.43,2.08,5.25,1.28,1
limber,848,5.68,1.49,4.57,2.26,5.34,1.84,2
kerosene,243,4.80,1.59,4.34,2.51,4.63,1.99,6
lion,518,5.57,1.99,6.20,2.16,4.12,2.33,17
ketchup,831,5.60,1.35,4.09,2.08,5.29,1.81,1
listless,259,4.12,1.73,4.10,2.31,4.14,1.73,1
lively,849,7.20,1.97,5.53,2.90,6.09,1.95,26
memories,871,7.48,1.61,6.10,2.10,5.88,1.92,15
locker,850,5.19,1.31,3.38,2.13,5.36,1.87,9
memory,274,6.62,1.50,5.42,2.25,5.11,2.12,76
loneliness,260,1.61,1.02,4.56,2.97,2.51,2.27,9
menace,275,2.88,1.64,5.52,2.45,4.98,2.25,9
lonely,261,2.17,1.76,4.51,2.68,2.95,2.12,25
merry,872,7.90,1.49,5.90,2.42,6.64,1.66,8
loser,851,2.25,1.48,4.95,2.57,3.02,2.17,1
messy,873,3.15,1.73,3.34,2.37,4.75,2.15,3
lost,852,2.82,1.83,5.82,2.62,2.86,1.64,173
metal,874,4.95,1.17,3.79,1.96,5.38,1.40,61
lottery,853,6.57,2.04,5.36,2.45,4.81,2.11,1
method,875,5.56,1.76,3.85,2.58,5.67,1.58,142
louse,262,2.81,1.92,4.98,2.03,3.57,2.26,3
mighty,276,6.54,2.19,5.61,2.38,7.23,2.11,29
love,263,8.72,0.70,6.44,3.35,7.11,2.56,232
mildew,277,3.17,1.36,4.08,1.79,4.40,1.79,1
loved,264,8.64,0.71,6.38,2.68,6.62,2.53,56
milk,876,5.95,2.16,3.68,2.57,5.83,1.50,49
loyal,265,7.55,1.90,5.16,2.42,6.91,2.23,18
millionaire,278,8.03,1.42,6.14,2.70,6.97,2.40,2
lucky,266,8.17,1.06,6.53,2.34,6.05,2.25,21
mind,877,6.68,1.84,5.00,2.68,6.37,2.19,325
lump,854,4.16,2.34,4.80,2.82,4.32,2.18,7
miracle,279,8.60,0.71,7.65,1.67,5.35,2.58,16
luscious,267,7.50,1.08,5.34,2.51,5.68,1.84,2
mischief,878,5.57,2.05,5.76,1.95,5.56,1.88,5
lust,519,7.12,1.62,6.88,1.85,5.49,2.27,5
misery,879,1.93,1.60,5.17,2.69,2.55,1.45,15
luxury,268,7.88,1.49,4.75,2.91,6.40,2.45,21
mistake,880,2.86,1.79,5.18,2.42,3.86,2.42,34
machine,855,5.09,1.67,3.82,2.40,5.23,2.06,103
mobility,881,6.83,1.79,5.00,2.18,6.43,1.48,8
mad,856,2.44,1.72,6.76,2.26,5.86,2.20,39
modest,280,5.76,1.28,3.98,2.24,4.96,2.16,29
madman,857,3.91,2.49,5.56,2.78,4.79,2.55,2
mold,882,3.55,1.70,4.07,1.98,4.33,1.83,45
maggot,269,2.06,1.47,5.28,2.96,4.03,2.09,2
moment,281,5.76,1.65,3.83,2.29,4.81,1.92,246
magical,858,7.46,1.64,5.95,2.36,5.73,2.19,12
money,282,7.59,1.40,5.70,2.66,6.25,2.33,265
mail,859,6.88,1.74,5.63,2.36,5.67,1.79,47
month,283,5.15,1.09,4.03,1.77,4.85,1.14,130
malaria,860,2.40,1.38,4.40,2.54,3.22,1.90,3
moody,883,3.20,1.58,4.18,2.38,4.39,1.71,5
malice,270,2.69,1.84,5.86,2.75,4.74,2.72,2
moral,884,6.20,1.85,4.49,2.28,5.90,2.20,142
man,537,6.73,1.70,5.24,2.31,5.53,2.23,1207
morbid,284,2.87,2.14,5.06,2.68,4.34,2.50,1
mangle,861,3.90,2.01,5.44,2.10,4.61,1.84,.
morgue,285,1.92,1.32,4.84,2.96,3.61,1.94,1
maniac,862,3.76,2.00,5.39,2.46,4.22,2.07,4
mosquito,885,2.80,1.91,4.78,2.72,4.51,2.15,1
manner,863,5.64,1.34,4.56,1.78,5.05,1.83,124
mother,286,8.39,1.15,6.13,2.71,5.74,2.37,216
mantel,864,4.93,1.40,3.27,2.23,4.95,1.61,3
mountain,287,6.59,1.66,5.49,2.43,5.46,2.36,33
manure,865,3.10,1.74,4.17,2.09,4.67,1.36,6
movie,288,6.86,1.81,4.93,2.54,5.00,1.79,29
market,866,5.66,1.02,4.12,1.83,5.27,1.40,155
mucus,886,3.34,2.29,3.41,2.17,4.80,1.83,2
massacre,867,2.28,1.74,5.33,2.63,3.50,2.26,1
muddy,887,4.44,2.07,4.13,2.13,4.73,1.77,10
masterful,271,7.09,1.78,5.20,2.85,7.18,2.56,2
muffin,888,6.57,2.04,4.76,2.42,5.51,1.63,.
masturbate,599,5.45,2.02,5.67,2.18,5.63,2.25,.
murderer,289,1.53,0.96,7.47,2.18,3.77,3.06,19
material,868,5.26,1.29,4.05,2.34,5.12,1.45,174
muscular,290,6.82,1.63,5.47,2.20,6.58,2.28,16
measles,272,2.74,1.97,5.06,2.44,4.13,2.16,2
museum,889,5.54,1.86,3.60,2.13,5.32,1.68,32
medicine,869,5.67,2.06,4.40,2.36,4.70,1.91,30
mushroom,567,5.78,2.22,4.72,2.33,5.52,2.10,2
meek,273,3.87,1.69,3.80,2.13,3.67,2.23,10
music,291,8.13,1.09,5.32,3.19,6.39,2.44,216
melody,870,7.07,1.79,4.98,2.52,5.46,1.78,21
mutation,890,3.91,2.44,4.84,2.52,4.07,2.10,.
mutilate,292,1.82,1.45,6.41,2.94,3.41,2.71,3
orchestra,299,6.02,1.89,3.52,2.29,5.17,2.14,60
mystic,891,6.00,2.21,4.84,2.57,5.52,1.93,3
orgasm,920,8.32,1.31,8.10,1.45,6.83,2.18,7
naked,892,6.34,2.42,5.80,2.80,6.00,2.05,32
outdoors,521,7.47,1.80,5.92,2.55,6.27,2.24,6
name,893,5.55,2.24,4.25,2.47,5.16,2.08,294
outrage,921,3.52,2.12,6.83,2.26,5.26,2.72,4
narcotic,894,4.29,2.30,4.93,2.57,4.44,2.43,2
outstanding,922,7.75,1.75,6.24,2.59,6.40,2.29,37
nasty,895,3.58,2.38,4.89,2.50,5.00,2.17,5
overcast,923,3.65,1.61,3.46,1.92,4.20,1.79,9
natural,896,6.59,1.57,4.09,2.37,5.57,1.69,156
overwhelmed,300,4.19,2.61,7.00,2.37,3.89,2.58,4
nature,293,7.65,1.37,4.37,2.51,4.95,2.72,191
owl,522,5.80,1.31,3.98,1.87,5.82,1.62,2
nectar,294,6.90,1.53,3.89,2.48,4.54,2.06,3
pain,301,2.13,1.81,6.50,2.49,3.71,2.53,88
needle,897,3.82,1.73,5.36,2.89,3.95,2.17,15
paint,924,5.62,1.72,4.10,2.36,5.75,1.71,37
neglect,898,2.63,1.64,4.83,2.31,3.85,2.29,12
palace,302,7.19,1.78,5.10,2.75,5.69,2.17,38
nervous,899,3.29,1.47,6.59,2.07,3.56,1.73,24
pamphlet,925,4.79,1.05,3.62,2.02,4.63,1.48,3
neurotic,900,4.45,2.23,5.13,2.76,4.41,2.05,10
pancakes,523,6.08,1.83,4.06,2.13,5.76,1.61,.
news,901,5.30,1.67,5.17,2.11,4.60,1.88,102
panic,601,3.12,1.84,7.02,2.02,3.20,1.67,22
nice,902,6.55,2.44,4.38,2.69,5.58,2.20,75
paper,303,5.20,1.21,2.50,1.85,4.47,1.67,157
nightmare,295,1.91,1.54,7.59,2.23,3.68,2.76,9
paradise,304,8.72,0.60,5.12,3.38,6.03,2.79,12
nipple,903,6.27,1.81,5.56,2.55,5.57,2.00,.
paralysis,926,1.98,1.44,4.73,2.83,2.56,1.82,6
noisy,904,5.02,2.02,6.38,1.78,4.93,1.76,6
part,927,5.11,1.78,3.82,2.24,4.75,1.59,500
nonchalant,296,4.74,1.11,3.12,1.93,4.31,1.54,1
party,305,7.86,1.83,6.69,2.84,5.83,2.46,216
nonsense,905,4.61,1.63,4.17,2.02,4.90,1.55,13
passage,928,5.28,1.44,4.36,2.13,5.02,1.62,49
noose,906,3.76,1.64,4.39,2.08,4.17,1.92,3
passion,306,8.03,1.27,7.26,2.57,6.13,2.24,28
nourish,907,6.46,1.69,4.29,2.51,5.80,1.62,.
pasta,524,6.69,1.64,4.94,2.04,5.80,1.47,.
nude,520,6.82,1.63,6.41,2.09,5.96,2.29,20
patent,307,5.29,1.08,3.50,1.84,4.90,1.79,35
nuisance,908,3.27,1.86,4.49,2.69,4.36,1.73,5
patient,929,5.29,1.89,4.21,2.37,4.90,2.31,86
nun,909,4.93,1.89,2.93,1.80,4.93,1.69,2
patriot,930,6.71,1.69,5.17,2.53,5.90,1.54,10
nurse,538,6.08,2.08,4.84,2.04,4.84,2.20,17
peace,308,7.72,1.75,2.95,2.55,5.45,2.84,198
nursery,910,5.73,2.30,4.04,2.74,5.18,2.23,13
penalty,931,2.83,1.56,5.10,2.31,3.95,1.97,14
obesity,911,2.73,1.85,3.87,2.82,3.74,2.45,5
pencil,309,5.22,0.68,3.14,1.90,4.78,1.73,34
obey,912,4.52,1.88,4.23,1.72,4.26,2.40,8
penis,932,5.90,1.72,5.54,2.63,5.92,2.54,.
obnoxious,913,3.50,2.18,4.74,2.42,5.39,2.20,5
penthouse,933,6.81,1.64,5.52,2.49,6.52,1.82,1
obscene,914,4.23,2.30,5.04,2.30,4.48,1.91,2
people,525,7.33,1.70,5.94,2.09,6.14,2.02,847
obsession,915,4.52,2.13,6.41,2.13,4.77,2.38,5
perfection,310,7.25,2.05,5.95,2.73,6.71,2.26,11
ocean,297,7.12,1.72,4.95,2.79,5.53,2.75,34
perfume,934,6.76,1.48,5.05,2.36,5.93,1.69,10
odd,916,4.82,2.04,4.27,2.46,4.77,1.89,44
person,311,6.32,1.74,4.19,2.45,5.35,2.02,175
offend,917,2.76,1.50,5.56,2.06,3.73,2.03,4
pervert,312,2.79,2.12,6.26,2.61,4.72,2.83,1
office,568,5.24,1.59,4.08,1.92,5.59,1.89,255
pest,313,3.13,1.82,5.62,2.15,5.29,2.13,4
opinion,298,6.28,1.45,4.89,2.46,5.53,1.93,96
pet,935,6.79,2.32,5.10,2.59,5.85,2.28,8
optimism,918,6.95,2.24,5.34,2.58,6.61,2.06,15
phase,936,5.17,0.79,3.98,1.82,4.65,1.72,72
option,919,6.49,1.31,4.74,2.23,6.34,1.80,5
pie,314,6.41,1.89,4.20,2.40,5.35,1.78,14
pig,937,5.07,1.97,4.20,2.42,5.34,1.88,8
quality,950,6.25,1.59,4.48,2.12,5.64,1.59,114
pillow,315,7.92,1.40,2.97,2.52,4.56,2.17,8
quarrel,338,2.93,2.06,6.29,2.56,4.02,2.16,20
pinch,938,3.83,1.70,4.59,2.10,4.76,1.73,6
quart,951,5.39,2.01,3.59,2.51,5.20,1.86,3
pistol,939,4.20,2.58,6.15,2.19,5.05,2.77,27
queen,952,6.44,1.43,4.76,2.18,5.49,2.12,41
pity,940,3.37,1.57,3.72,2.02,4.12,1.82,14
quick,953,6.64,1.61,6.57,1.78,6.57,1.91,68
pizza,526,6.65,2.23,5.24,2.09,5.69,1.90,3
quiet,339,5.58,1.83,2.82,2.13,4.42,2.30,76
plain,941,4.39,1.46,3.52,2.05,4.71,1.68,48
rabbit,527,6.57,1.92,4.02,2.19,6.08,1.72,11
plane,539,6.43,1.98,6.14,2.39,4.78,2.19,114
rabies,340,1.77,0.97,6.10,2.62,3.85,2.34,1
plant,316,5.98,1.83,3.62,2.25,4.71,2.12,125
radiant,954,6.73,2.17,5.39,2.82,5.61,2.17,8
pleasure,317,8.28,0.92,5.74,2.81,6.15,2.31,62
radiator,955,4.67,1.05,4.02,1.94,4.81,1.38,4
poetry,318,5.86,1.91,4.00,2.85,5.31,1.81,88
radio,341,6.73,1.47,4.78,2.82,5.28,1.85,120
poison,319,1.98,1.44,6.05,2.82,3.10,2.44,10
rage,342,2.41,1.86,8.17,1.40,5.68,3.01,16
politeness,320,7.18,1.50,3.74,2.37,5.74,1.70,5
rain,569,5.08,2.51,3.65,2.35,4.78,1.68,70
pollute,321,1.85,1.11,6.08,2.42,4.92,2.51,1
rainbow,343,8.14,1.23,4.64,2.88,4.72,2.37,4
poster,942,5.34,1.75,3.93,2.56,4.91,1.87,4
rancid,956,4.34,2.28,5.04,2.27,4.59,1.86,.
